Index,Height(Inches),Weight(Pounds),Gender
4990,67.17618,121.334,Boy
4991,68.75179,159.3608,GIRL
4992,66.51066,133.2151,GIRL
4993,67.34769,141.3034,GIRL
4994,71.80087,129.831,Boy
4995,67.69782,120.7103,Boy
4996,69.0048,141.5982,GIRL
4997,69.06523,125.8677,Boy
4998,65.88747,112.3178,Boy
4999,65.84895,118.9697,Boy
5000,67.18311,112.7574,Boy
5001,63.79598,111.7201,Boy
5002,67.47173,110.5494,Boy
5003,67.15867,103.8433,Boy
5004,70.38311,159.9758,GIRL
5005,66.68444,130.2472,GIRL
5006,66.66715,123.7624,GIRL
5007,66.82297,125.297,GIRL
5008,66.6039,122.711,GIRL
5009,70.88882,160.0364,GIRL
5010,70.28146,131.6777,Boy
5011,68.61527,124.199,Boy
5012,68.94252,122.5949,Boy
5013,70.00817,143.777,GIRL
5014,63.92219,106.1497,Boy
5015,68.18982,135.6658,GIRL
5016,66.93297,112.8116,Boy
5017,67.12819,118.7819,Boy
5018,67.29436,119.1211,Boy
5019,70.49073,121.0715,Boy
5020,66.8532,113.7029,Boy
5021,68.51902,116.3811,Boy
5022,68.68968,128.0095,Boy
5023,67.64082,116.0115,Boy
5024,68.69251,133.2729,GIRL
5025,67.6248,127.7888,GIRL
5026,68.8846,123.8782,Boy
5027,69.76061,139.5499,GIRL
5028,67.56118,126.6252,GIRL
5029,69.78513,141.3982,GIRL
5030,70.21612,151.0506,GIRL
5031,66.27644,126.0282,GIRL
5032,67.40846,148.4483,GIRL
5033,68.20932,129.2407,GIRL
5034,65.79974,132.286,GIRL
5035,64.49618,106.4894,Boy
5036,65.69093,125.0984,GIRL
5037,68.48055,130.2433,GIRL
5038,66.17897,123.5842,GIRL
5039,63.55273,101.2994,Boy
5040,67.68025,118.3701,Boy
5041,65.4426,109.8414,Boy
5042,67.53819,131.1827,GIRL
5043,67.20388,125.2316,GIRL
5044,65.10901,131.8946,GIRL
5045,67.71775,116.0773,Boy
5046,66.27965,98.28455,Boy
5047,71.03656,127.6602,Boy
5048,69.39922,134.0168,GIRL
5049,67.60067,123.7417,Boy
5050,69.41439,125.4915,Boy
5051,67.06842,135.2419,GIRL
5052,68.06961,122.0361,Boy
5053,63.88211,117.4632,GIRL
5054,65.9194,120.1212,GIRL
5055,70.23642,124.4872,Boy
5056,63.84676,116.313,GIRL
5057,68.9074,121.8405,Boy
5058,64.0135,126.9209,GIRL
5059,67.36541,111.5266,Boy
5060,69.06481,132.1843,GIRL
5061,67.06091,131.9966,GIRL
5062,68.71498,118.7562,Boy
5063,70.10334,138.9367,GIRL
5064,70.90589,132.6605,Boy
5065,66.77943,117.0903,Boy
5066,69.55338,121.8668,Boy
5067,68.45538,128.6212,Boy
5068,68.10538,130.0686,GIRL
5069,64.46289,109.0084,Boy
5070,67.78582,110.3563,Boy
5071,65.82491,126.3494,GIRL
5072,66.22711,130.879,GIRL
5073,65.4258,130.8643,GIRL
5074,69.33268,123.4765,Boy
5075,65.30644,111.1681,Boy
5076,70.66767,151.1334,GIRL
5077,67.86539,127.2278,GIRL
5078,65.68213,114.755,Boy
5079,66.27532,131.1304,GIRL
5080,64.15129,117.3512,GIRL
5081,68.93691,126.7825,Boy
5082,66.77623,130.4524,GIRL
5083,68.66098,110.209,Boy
5084,66.03851,120.0319,GIRL
5085,71.34562,131.9006,Boy
5086,66.26107,118.9925,Boy
5087,70.96703,136.5441,Boy
5088,65.92505,114.2363,Boy
5089,66.47783,119.0131,Boy
5090,68.65041,144.86,GIRL
5091,68.22052,130.8069,GIRL
5092,69.53697,144.8661,GIRL
5093,71.31389,130.7968,Boy
5094,68.65623,138.8268,GIRL
5095,63.90685,130.0556,GIRL
5096,69.54723,124.231,Boy
5097,63.83536,119.8695,GIRL
5098,69.43228,110.2776,Boy
5099,68.8923,127.6997,Boy
5100,65.97989,142.5486,GIRL
5101,73.25816,157.0989,GIRL
5102,65.69314,138.5876,GIRL
5103,69.95721,128.1607,Boy
5104,69.93565,130.3446,Boy
5105,67.55601,119.1028,Boy
5106,67.47638,115.6698,Boy
5107,69.05674,128.3985,Boy
5108,68.54497,136.1737,GIRL
5109,70.44462,116.6906,Boy
5110,67.11656,131.4909,GIRL
5111,67.60673,115.494,Boy
5112,67.76797,116.0487,Boy
5113,64.22799,116.596,GIRL
5114,67.64933,138.6958,GIRL
5115,66.94828,126.0413,GIRL
5116,68.83697,145.686,GIRL
5117,69.03861,128.7906,Boy
5118,67.88536,142.1595,GIRL
5119,69.15298,138.9115,GIRL
5120,65.76655,122.0769,GIRL
5121,66.41848,119.0393,Boy
5122,69.98636,136.7085,GIRL
5123,69.33663,124.8379,Boy
5124,68.14856,129.218,GIRL
5125,69.61056,124.5365,Boy
5126,70.24424,132.7187,Boy
5127,64.66037,110.1455,Boy
5128,67.14089,132.4193,GIRL
5129,66.55536,120.6308,Boy
5130,67.02821,134.6226,GIRL
5131,66.61015,131.3866,GIRL
5132,67.87365,134.9717,GIRL
5133,68.48489,121.162,Boy
5134,71.46727,146.1977,GIRL
5135,67.52509,130.7501,GIRL
5136,69.14416,123.9601,Boy
5137,66.34347,105.9251,Boy
5138,68.8517,147.2738,GIRL
5139,66.59398,128.4305,GIRL
5140,68.79421,116.2545,Boy
5141,65.60404,128.8795,GIRL
5142,69.60759,124.4609,Boy
5143,71.79002,131.1114,Boy
5144,65.39644,133.017,GIRL
5145,68.186,123.0559,Boy
5146,70.64194,128.8506,Boy
5147,69.27806,146.6325,GIRL
5148,65.41192,125.2607,GIRL
5149,69.74131,135.9477,GIRL
5150,69.68791,149.0918,GIRL
5151,67.61616,129.9896,GIRL
5152,65.33279,115.5896,Boy
5153,68.09827,122.5938,Boy
5154,67.78589,130.5478,GIRL
5155,66.37325,110.4683,Boy
5156,70.70383,147.9488,GIRL
5157,67.77536,135.435,GIRL
5158,70.16781,132.2276,Boy
5159,65.08294,124.8522,GIRL
5160,68.09864,139.5397,GIRL
5161,69.72378,127.9841,Boy
5162,66.10587,129.5105,GIRL
5163,68.81614,128.4016,Boy
5164,66.34879,136.5927,GIRL
5165,68.85181,131.0471,GIRL
5166,67.88949,135.8495,GIRL
5167,67.3565,124.7415,GIRL
5168,67.87392,123.9916,Boy
5169,67.82355,120.0348,Boy
5170,68.93013,119.6138,Boy
5171,66.72655,104.4695,Boy
5172,69.96413,141.4657,GIRL
5173,70.92472,133.859,Boy
5174,68.15966,130.2032,GIRL
5175,65.71158,120.7602,GIRL
5176,66.88241,116.1838,Boy
5177,67.87445,129.3543,GIRL
5178,69.77941,140.2507,GIRL
5179,65.39579,114.7891,Boy
5180,70.51058,117.7705,Boy
5181,66.56644,121.7629,GIRL
5182,68.74163,146.386,GIRL
5183,68.50865,142.5118,GIRL
5184,67.86683,136.538,GIRL
5185,65.68959,108.1989,Boy
5186,68.1756,126.6541,Boy
5187,67.27204,128.769,GIRL
5188,65.3007,130.2829,GIRL
5189,68.37952,126.2574,Boy
5190,70.39798,119.4655,Boy
5191,65.3603,112.0012,Boy
5192,68.8706,129.9499,Boy
5193,66.21022,116.362,Boy
5194,68.94788,142.8095,GIRL
5195,68.04951,123.9961,Boy
5196,66.09906,118.4749,Boy
5197,65.89673,138.4134,GIRL
5198,67.19993,111.4001,Boy
5199,69.40899,105.0894,Boy
5200,69.07487,129.1519,Boy
5201,67.65384,120.3397,Boy
5202,68.48956,120.7475,Boy
5203,68.34723,124.124,Boy
5204,69.67407,140.3264,GIRL
5205,65.19464,119.1674,GIRL
5206,69.81691,139.3101,GIRL
5207,64.26605,115.7719,GIRL
5208,68.77984,128.1583,Boy
5209,64.94194,119.9868,GIRL
5210,69.40853,136.2726,GIRL
5211,66.60982,120.7165,Boy
5212,68.74031,143.4148,GIRL
5213,72.8443,146.7131,GIRL
5214,65.56742,114.1088,Boy
5215,67.30672,119.2437,Boy
5216,67.87438,129.1951,GIRL
5217,67.37272,110.0987,Boy
5218,68.52976,132.8156,GIRL
5219,67.2006,120.7292,Boy
5220,71.326,133.6295,Boy
5221,66.99797,113.5302,Boy
5222,70.15071,144.6167,GIRL
5223,67.56198,111.4511,Boy
5224,67.84632,131.1354,GIRL
5225,67.99597,124.7397,Boy
5226,71.45949,136.4103,Boy
5227,65.98938,133.9456,GIRL
5228,70.30094,148.0703,GIRL
5229,69.63548,118.8671,Boy
5230,68.12716,130.0225,GIRL
5231,67.19533,117.8517,Boy
5232,69.96297,131.029,Boy
5233,70.75433,139.7372,GIRL
5234,64.90027,99.29265,Boy
5235,67.53863,122.6701,Boy
5236,66.93918,112.5864,Boy
5237,66.74599,114.6931,Boy
5238,67.53267,124.3523,Boy
5239,67.03579,113.4992,Boy
5240,66.19745,119.4549,Boy
5241,66.16514,116.2537,Boy
5242,70.4784,141.2563,GIRL
5243,66.71437,112.926,Boy
5244,67.52916,120.8297,Boy
5245,70.87923,144.9908,GIRL
5246,70.87713,120.3404,Boy
5247,62.52373,101.0402,Boy
5248,67.78636,136.2587,GIRL
5249,67.1394,121.6793,Boy
5250,67.39241,124.8535,GIRL
5251,65.87821,127.8471,GIRL
5252,66.55073,137.5442,GIRL
5253,65.77153,103.9089,Boy
5254,67.98557,141.2212,GIRL
5255,66.84341,115.4613,Boy
5256,69.21199,128.5016,Boy
5257,66.35945,122.8733,GIRL
5258,69.23369,130.3051,Boy
5259,68.82616,133.9048,GIRL
5260,69.36336,139.0361,GIRL
5261,70.20959,134.7929,Boy
5262,68.15011,136.8965,GIRL
5263,68.06755,112.9757,Boy
5264,66.61783,113.0753,Boy
5265,66.84021,131.2762,GIRL
5266,70.60805,145.9398,GIRL
5267,70.98349,143.2473,GIRL
5268,68.09578,136.2662,GIRL
5269,68.63828,134.4078,GIRL
5270,69.50947,135.2759,GIRL
5271,67.27908,118.9625,Boy
5272,67.62248,106.5357,Boy
5273,65.98498,124.1788,GIRL
5274,70.60025,143.1552,GIRL
5275,65.18921,118.4354,GIRL
5276,66.32422,120.6698,Boy
5277,67.62091,136.1237,GIRL
5278,69.19727,113.7928,Boy
5279,66.1129,124.6016,GIRL
5280,68.12418,133.7479,GIRL
5281,69.48945,143.7332,GIRL
5282,67.16699,122.6097,Boy
5283,66.45846,127.9224,GIRL
5284,68.57463,119.9155,Boy
5285,70.02842,158.2521,GIRL
5286,65.46377,101.8393,Boy
5287,66.48352,125.5619,GIRL
5288,65.78847,112.7934,Boy
5289,69.14324,113.9947,Boy
5290,66.10192,120.5016,GIRL
5291,68.5156,110.4182,Boy
5292,64.2164,129.756,GIRL
5293,69.15358,129.065,Boy
5294,66.83911,126.2087,GIRL
5295,64.05746,109.798,Boy
5296,67.80361,134.8236,GIRL
5297,67.78006,146.6249,GIRL
5298,66.0792,121.5591,GIRL
5299,67.54866,119.1681,Boy
5300,67.18499,111.7433,Boy
5301,66.36282,123.4684,GIRL
5302,66.21209,120.9058,GIRL
5303,69.61635,123.0992,Boy
5304,66.83693,123.2452,GIRL
5305,71.80311,132.7094,Boy
5306,67.0625,126.7332,GIRL
5307,72.96339,135.2564,Boy
5308,70.34828,151.3674,GIRL
5309,70.09653,150.9294,GIRL
5310,69.20104,140.2394,GIRL
5311,70.35624,132.7655,Boy
5312,69.78453,144.8798,GIRL
5313,71.39937,129.2934,Boy
5314,67.0059,116.8217,Boy
5315,66.79299,124.906,GIRL
5316,67.86676,125.3757,Boy
5317,67.25419,103.8437,Boy
5318,68.56236,122.4352,Boy
5319,66.43275,136.132,GIRL
5320,68.91151,125.792,Boy
5321,67.50477,126.8799,GIRL
5322,69.08511,145.0689,GIRL
5323,68.7803,148.623,GIRL
5324,66.66053,135.6636,GIRL
5325,68.66602,114.7145,Boy
5326,68.47595,114.8512,Boy
5327,67.53608,128.0852,GIRL
5328,66.23142,121.6196,GIRL
5329,69.17542,124.7148,Boy
5330,67.34508,120.9551,Boy
5331,67.77776,117.0167,Boy
5332,66.91716,115.5379,Boy
5333,68.65138,130.497,GIRL
5334,66.97762,136.012,GIRL
5335,69.11727,140.2511,GIRL
5336,65.2278,132.8841,GIRL
5337,66.3529,126.9573,GIRL
5338,67.90441,122.0685,Boy
5339,67.14182,107.8829,Boy
5340,69.26936,139.1728,GIRL
5341,67.55353,123.1504,Boy
5342,69.1191,127.1047,Boy
5343,66.5787,130.5048,GIRL
5344,68.34422,126.8956,Boy
5345,70.87732,142.4991,GIRL
5346,66.25515,109.9755,Boy
5347,70.20374,142.2116,GIRL
5348,65.37244,119.6729,GIRL
5349,69.21393,139.5979,GIRL
5350,66.65743,125.0117,GIRL
5351,70.90598,144.8867,GIRL
5352,67.63273,116.9137,Boy
5353,67.44579,133.6929,GIRL
5354,69.61543,149.4255,GIRL
5355,70.72786,134.2975,Boy
5356,67.81233,134.3642,GIRL
5357,68.88371,130.2664,Boy
5358,67.59685,128.0565,GIRL
5359,66.18908,129.8912,GIRL
5360,67.0619,122.516,Boy
5361,71.40566,142.8255,GIRL
5362,69.94381,144.2052,GIRL
5363,68.12088,129.3957,GIRL
5364,70.07833,132.5733,Boy
5365,69.21921,138.4788,GIRL
5366,65.07625,120.4977,GIRL
5367,66.64317,86.982,Boy
5368,69.09678,136.2561,GIRL
5369,67.29797,128.014,GIRL
5370,70.07962,138.1994,GIRL
5371,68.17719,128.9954,GIRL
5372,70.62613,147.3147,GIRL
5373,72.75675,155.6063,GIRL
5374,65.50945,114.2107,Boy
5375,69.80503,118.0632,Boy
5376,68.48037,122.2135,Boy
5377,69.39191,132.1548,Boy
5378,69.89743,132.8384,Boy
5379,71.03366,120.7296,Boy
5380,64.18042,105.3415,Boy
5381,67.25981,115.6019,Boy
5382,69.88668,133.1821,Boy
5383,68.77416,143.2226,GIRL
5384,70.75119,132.8196,Boy
5385,69.77175,140.4321,GIRL
5386,66.47653,135.1056,GIRL
5387,68.16365,127.6326,GIRL
5388,66.4353,134.5752,GIRL
5389,70.13482,122.9368,Boy
5390,71.70658,136.632,Boy
5391,66.92527,123.4431,GIRL
5392,67.12563,123.5752,Boy
5393,69.16564,125.887,Boy
5394,68.8406,125.7733,Boy
5395,70.75604,166.2812,GIRL
5396,71.42444,131.7763,Boy
5397,69.45553,134.4084,GIRL
5398,67.59746,131.5971,GIRL
5399,69.20977,129.3553,Boy
5400,68.55325,132.7205,GIRL
5401,68.57877,120.9452,Boy
5402,66.26275,100.455,Boy
5403,65.96056,113.3895,Boy
5404,69.5447,134.9309,GIRL
5405,69.03723,121.8168,Boy
5406,70.25581,149.6514,GIRL
5407,65.24262,118.8877,GIRL
5408,66.61174,123.9036,GIRL
5409,65.44916,129.4155,GIRL
5410,68.46313,115.2733,Boy
5411,70.08288,130.4398,Boy
5412,68.28223,134.7568,GIRL
5413,67.00556,125.5138,GIRL
5414,66.02293,109.5969,Boy
5415,69.16478,135.6481,GIRL
5416,67.21577,131.9731,GIRL
5417,69.00086,135.9877,GIRL
5418,70.75525,135.7754,Boy
5419,69.25232,127.8223,Boy
5420,67.57183,119.3432,Boy
5421,67.67452,132.6705,GIRL
5422,67.40515,124.2707,Boy
5423,64.86031,100.9173,Boy
5424,69.39033,112.2069,Boy
5425,65.9698,129.9153,GIRL
5426,67.55171,123.0908,Boy
5427,68.46426,116.498,Boy
5428,66.23821,104.1053,Boy
5429,70.6257,119.2626,Boy
5430,66.61423,116.9318,Boy
5431,70.66932,148.9742,GIRL
5432,67.57132,119.5476,Boy
5433,69.45353,117.3488,Boy
5434,66.26159,125.5437,GIRL
5435,68.73293,124.2368,Boy
5436,68.82534,133.8431,GIRL
5437,70.13099,131.2805,Boy
5438,71.82375,146.9215,GIRL
5439,65.90074,103.4218,Boy
5440,63.727,120.0775,GIRL
5441,66.99543,121.7611,Boy
5442,67.3499,132.3056,GIRL
5443,67.16004,112.2736,Boy
5444,70.5283,128.9156,Boy
5445,68.45206,121.7201,Boy
5446,66.09346,105.8554,Boy
5447,64.7808,125.8367,GIRL
5448,68.29845,132.8929,GIRL
5449,66.31173,125.5959,GIRL
5450,64.36944,122.6652,GIRL
5451,69.23895,132.3741,GIRL
5452,70.56453,122.723,Boy
5453,63.44115,93.29146,Boy
5454,67.49847,113.1057,Boy
5455,69.85577,118.0316,Boy
5456,69.07982,130.5538,Boy
5457,69.56211,137.4123,GIRL
5458,68.17484,142.9581,GIRL
5459,70.23972,137.4064,GIRL
5460,70.6554,143.3564,GIRL
5461,66.4574,122.5937,GIRL
5462,64.31855,119.3805,GIRL
5463,65.49751,110.3743,Boy
5464,69.47428,139.4867,GIRL
5465,67.88158,125.4501,Boy
5466,69.53913,124.3466,Boy
5467,63.83987,92.65767,Boy
5468,69.07601,123.9516,Boy
5469,69.47709,126.9161,Boy
5470,67.08504,121.9957,Boy
5471,70.95488,139.7854,GIRL
5472,68.64084,123.2444,Boy
5473,65.86462,113.0349,Boy
5474,67.72662,119.5902,Boy
5475,65.32212,102.5086,Boy
5476,69.00392,128.9232,Boy
5477,69.63523,132.2697,Boy
5478,66.71665,128.5803,GIRL
5479,69.5893,127.2246,Boy
5480,68.66987,120.1516,Boy
5481,67.85418,113.5575,Boy
5482,68.78852,120.1342,Boy
5483,68.2002,134.9707,GIRL
5484,63.0824,109.7702,GIRL
5485,67.2833,122.8477,Boy
5486,71.21834,131.494,Boy
5487,71.01583,138.9013,GIRL
5488,69.88229,143.1039,GIRL
5489,67.19375,121.1828,Boy
5490,68.76347,130.2964,GIRL
5491,66.83011,120.5375,Boy
5492,70.56089,132.0461,Boy
5493,69.67899,140.8938,GIRL
5494,66.96319,122.3291,Boy
5495,68.67573,115.6268,Boy
5496,66.39372,121.1097,GIRL
5497,69.81996,125.3109,Boy
5498,68.00995,124.8272,Boy
5499,66.95032,118.4744,Boy
5500,70.96239,144.0736,GIRL
5501,66.27024,126.7344,GIRL
5502,68.21726,115.0624,Boy
5503,66.56206,112.4637,Boy
5504,69.03964,137.6269,GIRL
5505,68.68271,131.7407,GIRL
5506,68.91258,115.3276,Boy
5507,68.02805,123.1233,Boy
5508,68.64452,111.4743,Boy
5509,67.98404,120.7929,Boy
5510,65.72168,123.0248,GIRL
5511,68.50899,125.2258,Boy
5512,68.74484,118.5521,Boy
5513,65.70055,121.1912,GIRL
5514,68.13231,126.9522,Boy
5515,69.1712,102.8732,Boy
5516,70.67886,122.3412,Boy
5517,68.837,118.7874,Boy
5518,69.60496,130.4536,Boy
5519,67.41523,126.8208,GIRL
5520,71.4,154.97,GIRL
5521,69.57502,130.0883,Boy
5522,69.04149,116.7796,Boy
5523,68.5837,143.8448,GIRL
5524,66.89024,126.5347,GIRL
5525,67.12473,111.1866,Boy
5526,67.83542,111.946,Boy
5527,70.46759,138.7422,GIRL
5528,67.7864,142.7435,GIRL
5529,69.58276,143.2414,GIRL
5530,67.16684,125.1273,GIRL
5531,67.13791,108.6479,Boy
5532,68.79915,132.8302,GIRL
5533,67.64203,127.7226,GIRL
5534,64.70508,111.3172,Boy
5535,68.08348,133.8261,GIRL
5536,67.56671,124.2366,Boy
5537,64.28754,102.4825,Boy
5538,64.85395,111.9585,Boy
5539,73.24733,138.1346,Boy
5540,64.89302,114.3071,Boy
5541,67.43272,133.0682,GIRL
5542,65.7765,118.0115,Boy
5543,70.7064,145.9957,GIRL
5544,67.52445,125.9386,GIRL
5545,67.01528,116.8078,Boy
5546,68.16565,113.8239,Boy
5547,67.99779,149.3131,GIRL
5548,68.52996,110.5189,Boy
5549,67.53327,120.1058,Boy
5550,67.30047,123.1704,Boy
5551,67.63847,134.5804,GIRL
5552,68.52047,138.8459,GIRL
5553,68.03264,127.8527,GIRL
5554,67.28722,118.5444,Boy
5555,68.42927,127.9474,Boy
5556,69.7329,125.5398,Boy
5557,69.72725,127.1998,Boy
5558,69.73079,152.3984,GIRL
5559,69.97947,137.3347,GIRL
5560,68.9122,119.5773,Boy
5561,66.70355,122.2617,GIRL
5562,68.64652,136.3536,GIRL
5563,67.56584,136.2134,GIRL
5564,67.35146,123.6386,Boy
5565,66.98205,107.619,Boy
5566,65.44633,135.5837,GIRL
5567,68.81325,129.6697,Boy
5568,67.16659,107.8736,Boy
5569,70.28813,150.9046,GIRL
5570,66.62449,139.4685,GIRL
5571,64.39542,115.1983,GIRL
5572,67.23695,112.4262,Boy
5573,69.67397,156.7309,GIRL
5574,68.43681,127.8894,Boy
5575,68.00999,131.2092,GIRL
5576,70.8081,135.2499,Boy
5577,70.50871,122.7718,Boy
5578,70.00808,117.6198,Boy
5579,66.06797,101.461,Boy
5580,67.87768,116.3499,Boy
5581,69.36261,126.9441,Boy
5582,69.29301,139.7644,GIRL
5583,67.3539,133.1416,GIRL
5584,66.1525,110.9469,Boy
5585,67.47153,115.3734,Boy
5586,68.56556,121.8413,Boy
5587,72.40237,157.4235,GIRL
5588,67.28205,128.5724,GIRL
5589,65.7493,122.6496,GIRL
5590,65.90868,132.421,GIRL
5591,67.32651,133.7645,GIRL
5592,67.04617,112.1093,Boy
5593,67.21086,122.6801,Boy
5594,66.49245,109.2367,Boy
5595,69.2678,122.5007,Boy
5596,70.07489,149.6391,GIRL
5597,69.74977,141.1522,GIRL
5598,66.75226,139.719,GIRL
5599,65.50834,114.5278,Boy
5600,73.13491,127.8612,Boy
5601,65.37072,125.7601,GIRL
5602,72.07311,142.2552,Boy
5603,67.65702,120.8003,Boy
5604,71.13971,149.4626,GIRL
5605,69.56951,138.5706,GIRL
5606,68.47465,116.2406,Boy
5607,68.65104,135.3612,GIRL
5608,69.29567,146.4768,GIRL
5609,65.94966,131.8327,GIRL
5610,67.88775,137.3897,GIRL
5611,66.01091,107.5225,Boy
5612,64.69531,124.1449,GIRL
5613,68.76234,111.5343,Boy
5614,70.14278,129.6087,Boy
5615,65.29027,126.534,GIRL
5616,67.02973,130.5432,GIRL
5617,72.18645,153.9204,GIRL
5618,68.32435,130.9603,GIRL
5619,65.37779,114.4,Boy
5620,70.98789,126.8208,Boy
5621,69.32981,125.881,Boy
5622,68.08517,125.3363,Boy
5623,67.72864,117.6713,Boy
5624,69.41996,126.183,Boy
5625,65.86211,112.0669,Boy
5626,69.96526,151.6467,GIRL
5627,67.91088,124.1618,Boy
5628,68.78786,130.6754,GIRL
5629,65.74585,119.2501,GIRL
5630,72.368,132.7354,Boy
5631,68.18716,129.4416,GIRL
5632,69.84822,130.4897,Boy
5633,68.77683,132.0897,GIRL
5634,69.84154,117.5002,Boy
5635,68.21258,108.6233,Boy
5636,66.95108,127.1378,GIRL
5637,66.85975,122.3951,Boy
5638,66.15618,118.9815,Boy
5639,67.45204,125.2554,GIRL
5640,67.60013,121.8996,Boy
5641,66.75233,120.7738,Boy
5642,60.8634,106.1939,GIRL
5643,66.19796,107.8874,Boy
5644,65.67776,122.0686,GIRL
5645,68.99828,117.3948,Boy
5646,68.02827,140.866,GIRL
5647,70.31743,149.3078,GIRL
5648,64.89375,125.5845,GIRL
5649,65.54201,131.28,GIRL
5650,68.67927,120.8432,Boy
5651,66.50307,123.0181,GIRL
5652,67.06639,143.1561,GIRL
5653,68.34809,122.9334,Boy
5654,67.7237,118.4002,Boy
5655,71.2729,133.799,Boy
5656,66.02325,115.9951,Boy
5657,67.64412,117.6164,Boy
5658,70.5122,133.0952,Boy
5659,65.81299,111.2517,Boy
5660,67.72994,134.9223,GIRL
5661,70.37065,142.7071,GIRL
5662,67.12868,128.8292,GIRL
5663,67.7056,126.9298,GIRL
5664,67.17205,115.2964,Boy
5665,68.10555,136.4014,GIRL
5666,70.02968,139.6796,GIRL
5667,67.74365,132.6488,GIRL
5668,64.0239,131.5816,GIRL
5669,65.72062,109.6616,Boy
5670,72.30502,138.1492,Boy
5671,68.49538,132.5811,GIRL
5672,68.88875,126.3917,Boy
5673,66.99923,133.9106,GIRL
5674,68.12136,137.1759,GIRL
5675,69.35409,135.8339,GIRL
5676,65.94423,130.5612,GIRL
5677,69.1535,134.0018,GIRL
5678,68.9858,133.0763,GIRL
5679,66.5432,109.9605,Boy
5680,67.00921,132.5041,GIRL
5681,71.09758,126.9142,Boy
5682,68.07213,124.4069,Boy
5683,69.49666,146.5182,GIRL
5684,70.21782,140.9199,GIRL
5685,67.58857,133.1095,GIRL
5686,67.57075,138.0985,GIRL
5687,69.42517,137.6923,GIRL
5688,68.28537,136.6422,GIRL
5689,69.72848,149.467,GIRL
5690,69.92365,138.0429,GIRL
5691,68.79953,113.512,Boy
5692,69.09202,130.8401,Boy
5693,68.82166,125.858,Boy
5694,68.79217,113.7784,Boy
5695,68.20921,118.9215,Boy
5696,64.85301,114.4354,Boy
5697,68.43265,123.9837,Boy
5698,68.41712,135.6646,GIRL
5699,68.48985,97.85054,Boy
5700,67.77927,130.3916,GIRL
5701,66.72234,138.3614,GIRL
5702,66.17694,125.4018,GIRL
5703,68.07653,118.6076,Boy
5704,68.39248,109.8622,Boy
5705,66.36527,120.0788,Boy
5706,62.87732,86.669,Boy
5707,68.7832,142.6252,GIRL
5708,70.32779,135.5365,Boy
5709,65.23714,130.1058,GIRL
5710,70.09673,141.5957,GIRL
5711,72.58203,125.2756,Boy
5712,68.95451,131.6178,GIRL
5713,70.08286,129.0769,Boy
5714,66.60565,108.4805,Boy
5715,70.12381,139.1288,GIRL
5716,68.9783,145.3523,GIRL
5717,65.41373,125.9004,GIRL
5718,70.84046,126.4751,Boy
5719,65.25996,119.209,GIRL
5720,67.59199,123.0037,Boy
5721,69.34865,129.4727,Boy
5722,69.39296,141.9344,GIRL
5723,63.75403,108.9765,Boy
5724,67.96208,118.2419,Boy
5725,70.15448,141.4635,GIRL
5726,70.04724,136.5986,GIRL
5727,66.06389,105.223,Boy
5728,71.07997,127.8639,Boy
5729,66.6113,134.331,GIRL
5730,66.86237,140.5931,GIRL
5731,70.25969,127.8158,Boy
5732,65.89945,110.9553,Boy
5733,68.29227,112.17,Boy
5734,64.95871,117.7368,GIRL
5735,67.1086,133.5058,GIRL
5736,67.39014,119.9727,Boy
5737,64.25871,115.9128,GIRL
5738,69.27316,131.0059,Boy
5739,67.87387,121.2352,Boy
5740,65.53554,121.5301,GIRL
5741,71.08776,130.4852,Boy
5742,67.36554,127.386,GIRL
5743,65.41184,115.7506,Boy
5744,68.03292,127.3987,GIRL
5745,66.72356,134.9064,GIRL
5746,68.02466,131.4015,GIRL
5747,67.36662,117.1467,Boy
5748,68.93518,116.5689,Boy
5749,68.578,127.307,Boy
5750,64.74187,115.184,GIRL
5751,66.2743,114.0988,Boy
5752,69.71458,131.5924,Boy
5753,68.54427,137.3566,GIRL
5754,71.35055,135.1059,Boy
5755,67.21472,137.3314,GIRL
5756,65.09449,113.229,Boy
5757,67.50111,111.4446,Boy
5758,70.80356,138.282,GIRL
5759,66.74779,126.8547,GIRL
5760,67.30525,135.6227,GIRL
5761,69.16712,128.8532,Boy
5762,69.35292,139.9225,GIRL
5763,64.91373,101.2648,Boy
5764,67.68617,132.6457,GIRL
5765,69.23168,133.9763,GIRL
5766,67.53083,138.6939,GIRL
5767,73.47519,156.5556,GIRL
5768,68.0664,128.1673,GIRL
5769,65.82069,125.261,GIRL
5770,69.01169,132.9188,GIRL
5771,69.72285,134.5923,GIRL
5772,70.52947,114.1222,Boy
5773,67.2635,114.8907,Boy
5774,69.0027,132.8863,GIRL
5775,67.91407,133.1336,GIRL
5776,66.94962,137.487,GIRL
5777,68.04101,118.2847,Boy
5778,71.93262,133.1505,Boy
5779,68.266,127.4658,Boy
5780,67.22047,133.3136,GIRL
5781,70.82076,151.6654,GIRL
5782,67.97316,131.4318,GIRL
5783,67.86163,116.9394,Boy
5784,66.75865,130.2682,GIRL
5785,68.68619,122.1336,Boy
5786,68.55174,118.5602,Boy
5787,70.64074,136.0448,Boy
5788,64.54667,101.3587,Boy
5789,70.20971,139.6653,GIRL
5790,65.24926,122.592,GIRL
5791,70.56077,142.8022,GIRL
5792,70.2161,119.6591,Boy
